Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
667,49,90177.39,14144.06,572,24,Yes
668,33,39462.95,15616.99,657,36,Yes
669,55,49667.51,26888.68,619,36,Yes
670,26,62141.23,23831.68,624,48,Yes
671,38,54169.25,42322.33,711,12,No
672,25,65990.98,6872.92,652,24,Yes
673,45,73739.78,19579.21,696,60,No
674,22,71240.49,4577.96,593,48,Yes
675,30,69146.0,24773.18,738,12,No
676,50,84886.43,28535.16,695,60,Yes
677,25,36165.79,31536.85,767,60,No
678,53,82201.63,21508.18,652,36,No
679,21,53805.13,4693.53,711,12,Yes
680,38,71776.88,19598.81,735,48,Yes
681,52,44555.01,23494.32,710,24,No
682,31,46372.55,11958.83,799,24,No
683,41,69931.76,17880.17,564,48,Yes
684,46,31069.05,9783.6,692,36,Yes
685,45,74841.63,15098.36,652,36,Yes
686,42,78899.45,27299.73,647,60,No
687,47,62666.77,25441.3,785,12,No
688,33,62126.42,8838.24,637,60,Yes
689,53,47495.46,14360.12,740,24,No
690,54,70116.74,20456.74,606,48,Yes
691,61,65214.98,21812.19,751,12,No
692,55,46177.42,14696.83,678,48,Yes
693,21,54127.8,23811.66,660,12,No
694,41,57609.97,19717.74,572,24,Yes
695,26,54107.97,3000.0,660,24,Yes
696,48,39556.33,15426.64,632,12,Yes
697,37,70485.3,15198.19,802,36,No
698,25,56347.34,25426.19,684,12,Yes
699,51,60230.47,25568.47,638,24,Yes
700,25,51326.0,6623.18,635,48,No
701,58,67129.07,23507.77,585,60,Yes
702,23,62980.44,19408.29,787,48,No
703,43,78191.77,21011.4,768,24,No
704,57,67208.98,15089.38,675,48,No
705,57,56959.73,19505.36,833,36,No
706,30,48904.25,29202.61,679,36,No
707,30,72989.29,20897.49,757,12,Yes
708,39,55761.36,19660.59,720,48,No
709,37,57424.24,16166.37,640,48,No
710,41,57420.43,28418.05,693,24,No
711,34,53975.88,9753.7,706,12,No
712,29,57681.92,13584.24,589,12,Yes
713,21,88893.11,9294.31,700,48,No
714,33,44282.67,21605.48,760,60,No
715,24,47782.44,29437.98,632,48,No
716,21,80764.87,17369.64,665,48,Yes
717,60,54377.93,11444.76,602,48,Yes
718,52,53240.68,33091.57,646,36,Yes
719,54,75522.96,23610.26,652,12,No
720,48,38697.07,22220.19,790,36,No
721,51,72321.82,18478.47,658,60,Yes
722,28,60684.25,25352.11,643,24,No
723,59,66972.03,22094.84,673,60,No
724,46,66690.46,16149.85,560,12,Yes
725,54,50580.26,17489.58,515,24,Yes
726,23,75767.76,11840.91,583,60,Yes
727,32,51747.93,10843.48,703,12,No
728,21,66132.74,17626.78,680,60,No
729,64,78565.87,29233.72,741,24,No
730,25,80683.53,11726.69,574,24,Yes
731,50,55993.1,26690.96,666,60,Yes
732,50,66947.03,13608.52,569,36,Yes
733,37,54607.67,5707.18,699,60,Yes
734,43,97556.94,24372.8,584,60,Yes
735,35,71701.89,33030.14,663,60,No
736,57,61260.88,13154.12,694,36,No
737,41,64688.43,7441.03,653,48,Yes
738,34,66106.58,23639.32,522,24,Yes
739,22,66551.15,12614.61,796,12,No
740,31,56400.03,24293.17,645,24,Yes
741,59,54085.09,29211.84,567,24,Yes
742,58,57722.2,22644.94,733,48,Yes
743,54,42904.62,26478.15,736,24,No
744,58,70774.12,26532.9,659,24,Yes
745,54,47974.42,27919.57,788,36,No
746,38,44100.75,20361.69,628,36,Yes
747,50,59784.68,26232.61,692,36,Yes
748,35,58048.16,21315.21,716,36,No
749,47,63744.52,23130.56,786,36,No
750,54,51476.92,44413.69,544,12,Yes
751,58,54111.86,21932.8,840,48,No
752,53,70381.79,8017.92,762,60,No
753,44,69468.26,18420.65,711,36,No
754,35,68842.88,17515.79,624,48,Yes
755,50,60509.51,17881.65,618,60,Yes
756,62,62533.84,27627.54,700,24,Yes
757,37,63456.58,29044.73,715,24,No
758,25,50159.37,19154.92,706,48,No
759,49,82110.7,8865.01,691,12,No
760,24,79973.82,20792.76,710,12,No
761,30,71913.68,15652.89,527,48,Yes
762,37,53612.08,21683.24,661,12,No
763,30,68087.16,19032.3,583,12,Yes
764,37,74675.55,29730.86,677,24,No
765,40,41652.05,22198.46,771,12,No
766,44,85417.68,15678.47,616,12,Yes
767,25,33909.19,8915.74,630,48,Yes
768,54,70569.09,19615.89,621,12,No
769,26,81799.23,19644.5,630,36,Yes
770,22,58304.05,17900.31,719,36,Yes
771,33,57743.03,26202.59,735,48,Yes
772,63,70014.91,8937.77,783,36,No
773,63,87778.23,13899.65,610,24,Yes
774,31,55783.99,20423.34,728,48,No
775,43,48285.67,15523.93,740,12,No
776,36,53643.37,17146.33,796,36,No
777,51,36712.29,19517.99,615,24,Yes
778,31,73466.37,25487.72,540,48,Yes
779,36,52288.75,19195.41,661,48,No
780,28,56874.91,4242.52,850,12,No
781,24,73644.32,15177.62,603,60,No
782,60,54346.35,23966.27,714,36,No
783,24,71386.36,26101.39,525,24,Yes
784,45,44428.67,26542.86,807,48,No
785,23,74380.79,28809.42,549,36,Yes
786,52,65128.58,20947.5,513,24,Yes
787,23,58671.31,22105.32,687,24,Yes
788,47,61963.4,11888.73,688,48,Yes
789,49,40698.58,3000.0,779,36,No
790,52,61620.01,8659.34,739,24,No
791,39,57874.95,14385.3,540,48,Yes
792,41,41108.51,9122.36,669,36,No
793,25,49933.87,17656.58,631,36,No
794,38,58061.32,16303.29,587,48,Yes
795,48,50890.62,27502.62,710,36,No
796,62,23818.29,12246.91,753,60,Yes
797,42,76145.81,21124.66,624,24,Yes
798,41,57868.65,16641.86,657,24,Yes
799,26,25890.75,11947.37,661,36,Yes
800,21,92024.44,14178.31,634,48,No
801,25,78620.88,3589.92,650,12,No
802,61,54765.27,25986.77,634,36,Yes
803,32,47362.54,31218.09,689,12,Yes
804,46,66047.87,17860.27,639,36,Yes
805,54,63034.9,20232.5,710,12,No
806,34,68131.35,17633.14,639,36,No
807,46,47405.7,13439.27,725,48,No
808,47,76466.58,25639.22,637,12,Yes
809,29,52898.07,22552.55,722,60,No
810,46,70211.49,3000.0,621,48,Yes
811,42,48045.91,11723.11,742,36,No
812,50,99722.16,3575.51,556,12,Yes
813,63,70432.85,32443.31,680,24,No
814,37,103263.48,18625.37,640,48,Yes
815,46,72414.03,21925.61,677,12,Yes
816,56,51578.03,17173.64,597,48,Yes
817,21,72440.71,28821.57,666,12,No
818,28,73508.67,26885.64,602,24,Yes
819,55,65599.86,18276.17,663,60,Yes
820,35,69455.89,33743.94,657,24,No
821,42,71425.91,21482.55,703,36,No
822,34,45094.78,8319.0,685,48,No
823,46,44027.12,20800.15,811,60,No
824,48,48086.75,24139.53,644,48,No
825,43,61913.14,18934.2,671,12,Yes
826,34,56652.43,16708.14,850,36,Yes
827,44,45366.44,34114.89,664,36,Yes
828,22,71629.71,10513.1,747,48,No
829,46,64245.67,3000.0,720,36,Yes
830,34,62533.93,32952.43,843,48,No
831,27,56130.16,10191.62,580,12,Yes
832,23,54326.58,17707.06,572,12,Yes
833,43,47380.03,16980.54,602,48,Yes
834,63,74006.1,29853.99,692,24,Yes
835,38,49447.61,31478.85,610,24,No
836,58,63140.86,9661.0,531,12,Yes
837,55,84930.16,30855.28,615,60,Yes
838,35,55016.13,30707.28,706,24,Yes
839,45,74410.53,20154.84,617,48,No
840,57,68530.64,27460.34,760,12,Yes
841,48,64672.01,28262.64,601,36,Yes
842,30,66455.23,17980.58,681,36,No
843,59,58576.4,18739.47,653,24,No
844,37,60521.64,24714.62,693,60,Yes
845,59,51778.29,6971.8,700,24,No
846,42,60621.86,17169.55,791,60,No
847,46,51221.61,10397.13,728,24,No
848,64,75084.83,31388.63,651,36,No
849,45,34507.54,17075.34,723,60,No
850,37,67215.8,22210.99,733,36,No
851,33,65048.8,18252.7,823,48,No
852,40,63690.24,17732.13,669,48,Yes
853,45,75367.48,21687.73,674,12,No
854,24,55708.15,14154.85,772,36,No
855,30,63831.51,18412.14,540,36,Yes
856,23,34251.87,18353.26,666,12,No
857,61,53770.25,16614.28,729,48,Yes
858,38,72836.05,23128.46,753,48,No
859,56,39912.57,16424.03,525,60,Yes
860,42,62396.15,32888.92,586,60,Yes
861,54,49837.24,25031.71,506,48,Yes
862,28,58335.2,9205.52,741,24,No
863,60,50734.84,24407.02,694,36,No
864,64,41292.07,14484.16,779,60,No
865,39,65790.05,21085.52,682,24,No
866,62,59256.05,14150.44,837,60,Yes
867,61,69189.44,3000.0,614,12,Yes
868,57,71916.57,19826.13,654,36,Yes
869,26,78378.88,8524.67,709,60,No
870,46,62002.3,23357.72,630,48,Yes
871,54,79029.32,21398.28,709,12,No
872,26,45363.38,15168.92,672,12,No
873,57,73634.4,34604.3,668,48,Yes
874,53,66890.86,10085.7,671,12,No
875,42,63496.39,15005.3,729,36,Yes
876,41,66670.98,11034.47,656,60,No
877,26,45588.92,36330.53,602,12,Yes
878,26,42048.8,30817.95,685,36,No
879,24,85647.42,8623.03,636,48,Yes
880,50,57469.17,13395.35,610,60,Yes
881,31,57255.1,13666.73,559,48,Yes
882,50,43465.36,15594.18,745,60,Yes
883,51,37773.33,11657.75,726,12,No
884,44,58675.22,15153.99,779,12,No
885,29,54876.18,28038.98,680,60,No
886,23,60026.02,35575.3,755,36,No
887,51,61307.31,7644.81,614,36,Yes
888,60,97341.92,11671.14,546,36,Yes
889,57,54921.3,21708.48,627,24,Yes
890,56,83699.1,7357.55,666,36,Yes
891,44,84630.36,21915.46,705,12,No
892,51,71304.36,24320.82,770,24,No
893,26,56473.11,25605.22,703,36,Yes
894,22,39577.91,24097.16,838,12,No
895,40,67169.16,15718.01,688,24,No
896,48,75282.18,18546.64,687,12,No
897,31,86215.31,10563.78,704,60,Yes
898,24,45750.63,23714.71,707,12,No
899,35,56347.1,32826.88,706,24,No
900,26,45842.03,23697.61,594,36,Yes
901,50,50497.83,14439.99,740,24,Yes
902,58,69965.81,27958.33,850,36,No
903,22,49810.43,38925.17,618,36,Yes
904,35,47635.93,21945.2,677,48,Yes
905,31,71954.94,24435.78,584,60,No
906,28,66761.08,25421.61,733,48,No
907,46,65250.17,7164.34,733,24,No
908,64,50206.69,16711.02,575,48,Yes
909,25,79395.35,15889.07,588,36,Yes
910,26,60217.35,26678.93,534,24,Yes
911,46,95702.85,25746.95,790,48,No
912,24,62417.49,19034.11,621,12,No
913,39,24999.78,15408.98,671,60,Yes
914,40,24331.87,6507.23,654,12,Yes
915,53,69359.25,19876.7,749,24,No
916,40,79507.41,12363.46,726,48,No
917,32,48242.58,11371.99,722,36,No
918,21,91514.68,27410.15,623,48,Yes
919,46,84944.98,26575.36,728,24,No
920,34,63158.2,16091.25,745,24,No
921,58,68091.81,7447.65,726,24,No
922,57,73417.95,13393.51,590,24,Yes
923,31,88349.92,27946.03,601,48,Yes
924,56,70232.04,23741.75,802,12,No
925,33,62818.97,16225.56,816,36,No
926,63,70084.52,20470.03,675,36,No
927,23,68060.4,3401.42,675,60,Yes
928,53,73866.15,3000.0,691,24,No
929,26,36449.65,35817.01,721,24,No
930,30,64737.8,24052.21,579,24,Yes
931,25,66906.61,20013.3,696,12,No
932,43,58907.29,16824.35,608,24,Yes
933,30,71762.5,5905.33,679,60,No
934,64,88817.51,27945.71,618,60,Yes
935,22,62073.26,10904.89,635,12,No
936,33,70375.82,25633.46,693,24,Yes
937,60,84093.97,21056.01,637,48,Yes
938,22,62423.47,19583.24,603,48,Yes
939,40,46673.05,9581.07,782,36,No
940,21,69236.68,9687.6,604,12,Yes
941,57,26975.01,23119.48,518,48,Yes
942,29,25524.49,20633.73,720,36,No
943,37,64995.18,20377.34,660,60,No
944,29,24825.44,22288.33,678,36,Yes
945,31,40272.48,4506.05,691,24,No
946,35,54298.52,28121.15,769,24,No
947,44,49178.75,17152.8,810,60,No
948,58,57782.9,29357.16,698,12,No
949,55,76693.05,3933.41,598,24,Yes
950,50,63577.21,24552.21,690,24,Yes
951,51,47410.19,24476.63,721,36,No
952,25,80316.62,8110.94,750,36,No
953,64,38567.14,14885.95,690,36,Yes
954,34,63328.25,11523.95,641,48,No
955,31,36898.71,26905.7,617,60,Yes
956,29,63784.77,22471.11,672,12,No
957,54,55220.59,32790.79,575,36,Yes
958,32,76233.57,21623.63,708,12,Yes
959,55,70810.34,25857.95,692,36,Yes
960,55,51192.91,29376.09,692,24,No
961,21,48315.91,24435.41,730,12,No
962,60,55273.55,16926.53,782,48,No
963,42,88133.57,15437.64,675,36,Yes
964,49,84286.03,19362.13,685,60,No
965,28,45475.98,26372.67,654,24,Yes
966,31,72003.38,13871.18,719,36,Yes
967,61,34028.53,25217.23,679,12,Yes
968,57,53289.86,22581.06,761,36,No
969,34,46086.53,9973.55,759,24,Yes
970,50,76039.19,24828.28,702,60,No
971,55,40639.24,21135.37,674,60,No
972,41,66440.25,15595.81,661,60,No
973,57,60010.65,21019.43,714,24,Yes
974,25,57368.27,15906.79,714,36,No
975,39,85073.74,21981.38,661,24,No
976,34,86395.46,18656.32,700,24,Yes
977,46,57834.11,7760.61,626,36,Yes
978,24,54811.26,18895.72,712,48,No
979,45,37396.9,16458.53,632,60,Yes
980,62,59936.12,25084.69,734,12,No
981,45,89299.55,27038.15,658,12,No
982,38,58068.97,15927.99,797,36,No
983,60,70931.39,13684.84,683,12,No
984,28,39037.54,6558.77,697,48,No
985,59,53478.38,13487.7,582,24,Yes
986,60,66936.98,17413.85,778,60,No
987,34,61587.94,9285.89,677,12,No
988,52,72370.01,27145.09,802,12,Yes
989,58,50959.92,22097.3,683,36,Yes
990,53,33750.17,19036.67,665,36,Yes
991,43,76831.35,19866.63,644,24,Yes
992,35,45957.76,22448.36,725,60,No
993,53,67599.06,25064.76,716,12,No
994,45,66762.85,26472.06,587,24,Yes
995,37,35043.7,17526.95,640,60,Yes
996,53,75736.88,18864.52,731,24,No
997,22,51501.49,21383.76,635,12,Yes
998,34,60825.82,18537.91,623,36,Yes
999,60,54627.26,26978.54,694,36,No
1000,60,84338.87,29818.58,686,36,No
1001,59,80152.35,22752.59,648,48,Yes
1002,26,32814.98,12734.47,804,24,No
1003,26,93882.41,24067.21,670,12,Yes
1004,23,49825.4,23069.59,591,24,Yes
1005,27,91536.55,12063.66,567,36,No
1006,28,56156.86,23060.8,752,24,No
1007,62,54886.25,15646.48,603,60,Yes
1008,35,56290.08,25968.75,682,24,No
1009,49,53988.16,24002.16,619,48,Yes
1010,53,97865.95,21783.89,673,48,Yes
1011,50,58854.55,20308.37,704,36,No
1012,59,55465.55,3000.0,584,12,Yes
1013,47,61155.16,10285.8,648,60,No
1014,56,45489.97,18953.59,633,12,Yes
1015,49,83956.81,32155.07,612,12,Yes
1016,58,37933.79,24517.45,654,60,Yes
1017,53,50789.87,34512.37,636,48,Yes
1018,57,74049.9,20663.9,741,36,No
1019,47,60635.28,19753.19,630,24,Yes
1020,53,68238.23,31401.0,712,48,Yes
1021,24,82997.46,18726.29,709,36,No
1022,42,75057.02,12108.24,575,48,Yes
1023,22,62062.15,22534.03,645,60,No
1024,30,91340.14,28980.11,672,12,No
1025,25,50574.96,13392.42,699,60,Yes
1026,30,58495.36,24712.35,663,24,No
1027,53,59543.4,19254.11,753,60,No
1028,58,58463.67,23610.8,687,12,Yes
1029,33,43961.84,22508.27,711,48,No
1030,51,36245.25,16685.56,639,36,Yes
1031,56,66258.02,19150.5,712,24,Yes
1032,44,50497.89,17174.18,816,48,No
1033,35,88617.13,20949.99,717,36,No
1034,49,58911.87,13231.22,757,12,No
1035,28,56227.66,15143.32,660,60,Yes
1036,25,76415.1,16688.32,745,48,No
1037,49,66032.89,23133.62,751,36,Yes
1038,24,57367.24,8675.73,697,36,No
1039,32,50389.02,19142.96,675,60,Yes
1040,22,114865.53,14334.33,575,48,Yes
1041,47,65426.79,16708.7,678,48,Yes
1042,51,76266.44,14718.65,720,12,No
1043,56,44655.82,21556.58,626,48,Yes
1044,56,51330.22,18743.09,591,60,Yes
1045,46,91685.19,25692.88,687,48,Yes
1046,63,80953.96,23213.85,696,12,No
1047,47,66864.33,7703.63,586,36,Yes
1048,25,54276.44,12320.01,683,48,Yes
1049,40,56489.46,18615.14,700,60,Yes
1050,31,49858.34,19656.52,772,48,Yes
1051,30,42647.26,13025.75,647,24,Yes
1052,60,73857.66,30431.79,826,12,No
1053,58,68082.47,26917.5,684,36,Yes
1054,26,71041.18,6842.07,596,24,No
1055,28,54946.53,22763.41,657,60,Yes
1056,43,63834.58,19633.63,602,48,Yes
1057,46,53519.34,29951.0,668,12,No
1058,63,49090.38,7440.93,713,48,No
1059,32,85005.94,36478.84,699,48,No
1060,46,61822.61,13256.43,601,48,Yes
1061,33,67611.82,23028.21,592,48,Yes
1062,60,72536.31,15149.14,709,12,No
1063,38,62010.61,16990.73,725,24,No
1064,45,63609.49,6484.66,646,60,No
1065,53,43700.62,29575.09,502,24,Yes
1066,60,46558.27,17842.82,599,12,Yes
1067,63,45782.78,18386.74,749,60,No
1068,32,69081.88,38499.86,628,36,Yes
1069,64,61063.36,27675.54,656,24,No
1070,56,46559.53,14653.11,719,12,No
1071,24,68701.48,15117.95,659,12,No
1072,25,68151.85,22078.41,778,12,No
1073,57,49575.51,26165.84,654,60,Yes
1074,28,59582.59,34019.54,620,48,No
1075,62,68207.13,7135.21,763,36,No
1076,48,47124.67,25816.15,683,60,Yes
1077,51,68493.4,27101.35,605,60,Yes
1078,29,64515.35,13683.95,713,24,No
1079,49,45012.0,17117.92,659,36,Yes
1080,34,63296.95,6957.35,600,12,No
1081,60,65484.73,15992.85,687,60,No
1082,61,50609.98,21856.75,669,36,No
1083,42,51790.75,32752.94,562,24,Yes
1084,31,44873.7,33490.92,606,48,Yes
1085,43,53265.02,11765.6,811,36,No
1086,21,59818.77,31662.87,686,12,No
1087,57,51832.17,4405.24,774,60,No
1088,41,37726.68,15320.56,702,48,No
1089,46,49671.18,17585.52,767,24,No
1090,56,53740.62,22014.32,719,12,Yes
1091,43,72252.58,20852.08,614,48,Yes
1092,21,68921.47,22925.59,722,24,No
1093,60,72543.32,18536.34,613,12,Yes
1094,35,48914.72,27676.71,745,60,No
1095,41,62123.26,25534.69,695,24,No
1096,29,23654.3,17683.5,681,48,No
1097,29,66433.81,26739.15,649,12,Yes
1098,30,69163.47,36547.48,736,36,Yes
1099,46,54725.62,14613.93,669,12,No
1100,61,64431.45,33402.69,546,48,Yes
1101,55,37276.14,15332.2,560,48,Yes
1102,45,47984.0,31282.61,591,36,Yes
1103,46,71481.74,15632.51,735,48,No
1104,31,67668.8,26125.3,740,12,No
1105,58,53822.18,21437.06,703,24,No
1106,22,72170.43,5717.93,702,12,No
1107,27,62074.47,35324.42,781,48,No
1108,38,52436.69,12836.38,704,36,Yes
1109,47,57257.59,9843.21,725,36,No
1110,54,53168.73,14884.49,679,60,No
1111,47,42243.36,40249.98,648,36,Yes
1112,37,78850.29,9970.29,660,36,No
1113,63,51479.63,21425.95,824,48,No
1114,64,47514.59,11014.7,604,24,Yes
1115,44,37059.78,12386.33,702,24,Yes
1116,45,20460.48,7204.62,574,48,Yes
1117,27,70522.45,22521.35,637,36,No
1118,26,71904.13,18710.24,734,12,No
1119,44,77895.58,10949.07,553,24,Yes
1120,53,57764.41,26985.63,743,48,No
1121,49,55170.11,27829.77,823,12,No
1122,63,52384.15,23257.75,706,36,Yes
1123,42,53751.64,29365.36,768,48,No
1124,46,76796.86,17207.92,697,24,Yes
1125,48,59602.27,22579.0,730,12,No
1126,41,65671.06,17238.8,712,12,No
1127,27,53369.9,7941.34,644,24,Yes
1128,37,79812.72,21753.97,638,12,Yes
1129,40,31428.92,21269.42,763,24,Yes
1130,61,41692.14,19758.45,677,48,Yes
1131,40,65695.66,22991.0,670,60,Yes
1132,42,86259.16,31295.22,669,36,No
1133,48,56623.5,18364.64,701,48,No
1134,60,47364.44,12342.65,597,36,No
1135,27,75009.94,18017.99,667,36,No
1136,21,64855.48,18905.28,702,24,No
1137,52,79353.21,27868.71,590,60,Yes
1138,33,40644.73,20853.3,695,36,Yes
1139,50,78175.03,10814.49,617,36,Yes
1140,43,36773.14,26443.66,702,48,No
1141,39,55677.42,25161.02,831,60,No
1142,52,66191.74,20856.82,672,60,No
1143,50,62790.2,27585.97,604,36,Yes
1144,49,75908.89,28924.86,697,60,Yes
1145,49,32600.1,16980.48,713,48,No
1146,50,62115.11,12798.71,614,24,Yes
1147,36,77994.63,19904.99,560,36,Yes
1148,60,60889.41,24292.89,615,12,Yes
1149,39,42864.9,19157.16,677,36,Yes
1150,38,75112.61,12092.61,648,36,Yes
1151,21,50275.35,21301.38,755,24,No
1152,34,47635.15,3731.99,716,12,Yes
1153,22,45747.96,17404.31,687,12,Yes
1154,48,57019.72,26809.33,558,12,Yes
1155,50,62745.9,27243.51,724,24,No
1156,58,40963.5,3000.0,819,60,No
1157,24,44045.31,18459.33,740,12,No
1158,21,49582.76,24794.21,634,60,Yes
1159,28,45675.17,10591.34,670,48,Yes
1160,49,60551.37,17024.36,712,24,No
1161,59,65418.32,29661.73,777,60,Yes
1162,23,63358.11,16126.69,631,12,No
1163,52,63379.98,32789.13,647,12,No
1164,30,85064.88,14070.51,677,60,Yes
1165,30,66355.25,31279.04,671,60,No
1166,39,71759.46,20268.51,735,48,Yes
1167,54,53780.76,12973.38,698,24,No
1168,53,74160.09,31305.71,582,36,Yes
1169,43,53064.71,10348.2,634,48,Yes
1170,48,66171.72,13632.22,636,48,No
1171,52,39429.5,23919.36,525,48,Yes
1172,27,62493.51,20646.54,745,12,No
1173,49,45369.3,22191.71,689,60,No
1174,28,74040.53,17053.45,642,24,No
1175,21,73138.15,10404.85,743,12,No
1176,23,53000.59,14781.95,701,48,No
1177,44,90743.62,30563.19,590,24,No
1178,43,55711.83,9304.15,723,12,No
1179,28,35819.72,33155.74,776,36,No
1180,57,48313.23,22526.87,670,48,No
1181,23,44337.88,15225.56,675,12,Yes
1182,53,65694.03,3983.58,688,12,Yes
1183,48,41469.55,5034.52,595,48,Yes
1184,28,51911.79,17152.93,690,36,No
1185,54,64718.28,16183.65,618,60,Yes
1186,55,62079.69,20941.99,680,36,No
1187,52,59810.34,33753.15,692,48,Yes
1188,44,61890.01,24300.75,717,60,No
1189,34,54442.5,18970.49,720,12,No
1190,52,35943.72,29734.75,615,36,Yes
1191,63,54047.43,21205.23,693,36,No
1192,36,67031.25,32797.67,747,60,Yes
1193,24,57945.98,14623.31,599,12,Yes
1194,57,65872.33,10817.67,802,36,No
1195,41,51198.25,3997.34,612,60,No
1196,34,74915.04,19156.71,794,36,No
1197,51,21655.23,10122.87,613,12,Yes
1198,38,62121.61,10009.57,676,12,No
1199,27,80233.21,28274.56,666,24,No
1200,30,82465.48,6223.19,584,60,Yes
1201,27,56522.61,20828.47,729,48,No
1202,53,40107.03,19334.14,732,36,No
1203,43,80497.09,20737.05,723,12,No
1204,41,59222.02,31072.82,663,36,No
1205,39,57615.46,13394.47,631,36,No
1206,39,46607.18,31079.59,757,48,No
1207,56,41251.69,5918.36,695,12,No
1208,49,68457.95,25205.93,627,24,Yes
1209,38,70048.07,31810.99,695,60,Yes
1210,22,63023.16,3000.0,563,36,Yes
1211,21,48539.31,19716.86,688,48,No
1212,25,44025.02,19066.15,726,48,No
1213,40,38516.27,20574.79,667,60,No
1214,31,51591.82,33692.46,730,60,Yes
1215,62,44912.2,13890.95,737,12,No
1216,22,34360.35,10523.93,699,36,No
1217,23,69770.18,20632.98,804,36,No
1218,43,40214.04,28994.51,775,60,No
1219,32,74758.84,24469.08,724,24,No
1220,40,65911.08,20274.58,705,36,No
1221,25,64415.12,18166.15,662,48,No
1222,57,84979.64,3944.56,635,60,Yes
1223,58,40712.96,24686.9,736,36,No
1224,50,73106.58,25642.72,666,12,Yes
1225,29,55535.36,14461.33,609,60,No
1226,54,98566.05,16282.24,624,48,Yes
1227,64,54288.08,11614.17,633,12,Yes
1228,55,51865.37,26944.99,803,60,Yes
1229,42,66383.04,17073.07,739,60,No
1230,64,56866.37,18805.56,682,36,No
1231,44,48623.06,25034.11,709,12,No
1232,37,45445.85,22615.79,717,60,No
1233,30,81873.07,24506.25,619,48,Yes
1234,50,42548.08,21398.7,598,12,Yes
1235,43,63346.31,21576.95,754,36,No
1236,52,75842.76,21501.1,586,24,Yes
1237,37,76567.42,23623.33,679,60,No
1238,37,50975.21,24012.06,629,24,Yes
1239,34,56907.23,10202.34,695,60,No
1240,29,53997.1,15222.45,662,36,No
1241,60,36974.72,18373.13,717,36,Yes
1242,22,68062.76,23614.55,518,36,Yes
1243,45,60577.55,32779.39,758,36,No
1244,59,81608.78,13494.22,731,12,No
1245,29,47651.92,27029.21,751,12,No
1246,42,76330.45,15448.43,743,60,No
1247,63,77388.51,30964.13,702,12,Yes
1248,24,60706.08,35298.75,635,60,Yes
1249,46,27437.08,6015.89,711,12,No
1250,49,52311.49,17389.33,700,12,No
1251,54,86788.07,3000.0,741,12,No
1252,43,64455.84,6481.31,724,48,No
1253,57,70401.0,6979.8,687,36,Yes
1254,31,58662.5,24992.53,710,48,No
1255,26,56648.36,23495.87,717,12,No
1256,38,31989.83,26409.96,756,12,No
1257,41,71921.09,24863.33,802,48,No
1258,62,76195.22,23880.52,722,60,No
1259,56,45737.07,20894.86,717,36,Yes
1260,61,57317.17,18952.96,664,60,No
1261,58,55293.88,28156.78,656,36,Yes
1262,54,66302.3,20098.22,629,24,Yes
1263,37,51834.55,24201.43,456,36,Yes
1264,57,73970.11,3000.0,621,60,No
1265,45,61069.86,10599.45,668,36,Yes
1266,58,21758.65,27841.79,659,24,Yes
1267,32,66640.8,14652.52,712,24,No
1268,43,74945.26,8837.14,624,12,No
1269,62,42719.08,25130.34,627,24,Yes
1270,42,66130.9,20010.67,532,48,Yes
1271,41,87449.4,16744.49,713,60,Yes
1272,47,61681.0,32072.89,618,48,Yes
1273,51,77124.43,30699.47,630,48,Yes
1274,26,53367.68,18497.3,720,60,No
1275,47,59730.54,25779.0,618,48,Yes
1276,60,56930.68,3000.0,707,48,No
1277,54,54193.19,28746.87,596,48,Yes
1278,32,57784.17,11307.31,679,24,No
1279,27,35539.77,8382.86,637,60,Yes
1280,30,55036.8,5717.88,661,60,Yes
1281,37,80067.1,5099.58,786,60,No
1282,46,45544.65,28642.6,565,48,Yes
1283,41,44008.0,25049.16,780,24,No
1284,48,60918.19,13873.12,616,60,Yes
1285,22,61667.75,26839.19,741,36,Yes
1286,63,65661.97,15240.15,755,60,No
1287,21,58293.92,22589.2,710,12,Yes
1288,56,61077.96,16141.53,595,36,Yes
1289,46,54736.73,19040.29,699,60,No
1290,49,40863.06,12734.42,850,48,No
1291,41,58929.12,13921.46,681,60,No
1292,31,70868.95,24352.77,673,24,No
1293,60,67725.82,25638.23,666,24,No
1294,31,33836.37,16687.01,716,60,No
1295,56,63778.88,7795.68,674,48,No
1296,59,46608.46,39769.98,700,48,Yes
1297,60,80882.46,20293.57,660,48,No
1298,55,64894.05,22497.13,607,60,No
1299,54,73444.26,9909.36,843,60,No
1300,44,60317.52,29721.87,673,12,Yes
1301,42,59009.18,30943.16,850,24,No
1302,25,82437.67,6335.72,710,36,No
1303,53,74591.62,19180.91,722,36,No
1304,56,61767.88,18556.5,658,24,No
1305,40,57005.0,39107.57,638,12,Yes
1306,39,34392.38,31548.91,660,24,Yes
1307,55,64868.51,8393.77,622,12,Yes
1308,63,58108.44,14175.58,615,12,Yes
1309,37,68309.34,12856.05,805,48,No
1310,63,72867.28,22973.41,736,24,No
1311,54,78493.82,32577.67,785,36,No
1312,29,65054.89,20873.39,759,60,No
1313,46,44304.59,24009.33,638,60,Yes
1314,22,27760.3,14685.53,572,24,Yes
1315,29,47629.5,23966.46,648,60,Yes
1316,29,80002.33,16224.66,686,12,No
1317,60,87352.37,6873.92,760,60,No
